"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"undeaddt","4 April 2018","Leonardo is one of the best, if not, maybe the best actors this 21th century has ever seen. His range of roleplay is beyond limit. He dwells so deep into his acting roles that he lives with them, he becomes one with the story. He deserved an Oscar so much, that people disliked the fact that he got one with the Revenant, but in fact, that Oscar was won because of all his previous masterpieces, it was a long waited and deserved victory. This movie is something else, it is beyond your average movie and beyond the average plot twist. It plays with your mind the way his mind plays on Leonardo in the movie. The story is phenomenal, it is beyond beautiful, but the ending... oh, how good that ending was, those last 20 seconds. 9/10","
            8/10
            "
"meftsimmons","21 February 2010","First, I know many who read this will not take the time to research what I'm saying to see that it is true and further, many won't have the ability to see it even if they did. So, I know this review will be thumbed down by those who don't like the hard truths in life but this movie (or should I say novel by Dennis Lehane) was a nice piece of plagiarism based upon a 1920 silent film called The Cabinet of Dr. Caligari.The same basic plot exists in both as well as the exact same twist ending. The lead character investigates an insane asylum and tries to put clues together to figure out the mystery surrounding the place but as we near the end, we learn that the lead character isn't there to investigate anything. He's an inmate there who has invented much of what he was investigating as part of his coping mechanism.Shutter Island would have been a good movie if it hadn't ripped off The Cabinet of Dr. Caligari so blatantly. Lehane obviously knew that the old movie was in the public domain but instead of telling the viewers that it was based on that movie, they just pass it off as his (and/or Scorseesi's idea). That, my friends, is the definition of plagiarism.I don't recommend this whatsoever for this reason. It is a shame and Lehane should be called on it but who will do it? Too much $ to be made reheating the old dishes and calling them made from scratch.Watch The Cabinet of Dr. Caligari (it's on y o u t u b e if you want to compare the two and see that what I'm saying is 100% correct).I almost never write reviews but this time, I had to.","
            1/10
            "
"lastliberal","10 June 2010","Not your usual police investigation. The Doctor in charge, Ben Kingsley, appears to be hiding something from the beginning.Leonardo DiCaprio played a US Marshall who was tortured by his own demons from the War. He also lost his wife, and was constantly dreaming of her.Well, everything is not as it seems, as the third act completely takes you by surprise. You are led by director Martin Scorsese to a point where the truth takes you completely by surprise.DiCaprio and Kingsley are magnificent, and ably assisted by Mark Ruffalo, Max von Sydow, Ted Levine, and Emily Mortimer.A very suspenseful film that really challenges your mind.","
            5/10
            "
"freemantle_uk","17 March 2010","Martin Scorsese has proved time and again that he is one of the greatest film makers ever to have lived, with even his not so good film are still better then most of the films that come out. After winning his long awaited Oscar for The Departed Scorsese took his time before delivering us Shutter Island.Set in 1954, U.S. Marshal Teddy Daniels (Leonardo DiCaprio) and his new partner Chuck Aule (Mark Ruffalo) are assigned a case to go to a mental institute on Shutter Island, off the coast of Boston. A patient, Rachel Solando (Emily Mortimer) had escaped from her cell and it's clear that there was no way she could have done it alone. Teddy starts to suffer dreams and flashbacks involving when he helped liberate a concentration camp in Germany, and messages from his dead wife Dolores (Michelle Williams), offering him guidance. Whilst investigating Teddy becomes paranoid, believing there is a wider conspiracy, with patients being coached, and that the leading psychiatrists Dr. Cawley (Ben Kingsley) and Dr. Naehring (Max von Sydow) were conducting experiments on the patients and that Teddy's arrival on the island was a trap. Teddy also plans to find the man who torched his apartment building where his wife died. He too was an inmate on the island.Scorsese shows once again his skill behind the camera, giving the audience a stylist, neo-noir story with a very eerie atmosphere throughout. He keeps the mystery going in this fast paced film. He tells a very compelling thriller with good horror moments in what must have been a complex novel. It is stylist, but also has a lot of substance. He give justice to Laeta Kalogridis' screenplay.Once again Scorsese turns to Leonardo DiCaprio for the lead role and DiCaprio gives one on his best performances, and a very mature performance as the guilt ridden officer. He has proved like Brad Pitt that he is more then just a pretty boy but also a very talented actor in a long career. Ben Kingsley has finally performed in film where he can give a more understated performance which he is better at. He offers a sly performance as the main antagonist of the film. Mark Ruffalo is an actor who has made his career in supporting roles, and again he does a good performance as Ted's main ally.Despite all the positives to the film, everything did not add up and by about the two thirds of the way through I guessed the big twist. However, that does not diminish the quality of the film.Shutter Island will easily make my Top 10 for 2010.","
            1/10
            "
"cdjh-81125","9 June 2016","It's always a delight to see directors have a variety of genres in their careers that's one of the reasons a love Shutter Island so much it's something completely different from Scorsese. The editing and directing in this movie is fantastic Scorsese keeps the suspense and tension he was able to achieve with The Departed and uses it even better here adding a lot of mystery leaving the viewer guessing to the very last second. This became apparent in the dream sequences as they could have come across as pretentious and melodramatic but they fit in perfectly.This is definitely a movie that's best experienced knowing as little as possible because this first and foremost is an investigation movie and you want to be able to experience that investigation with the characters. Leonardo DiCaprio returns for his fourth collaboration with Martin Scorsese and he is fantastic in this movie not only is he a character the audience can get behind he is also very complex and makes sure DiCaprio can give it everything. Mark Ruffalo was also very good in this movie he was likable and subtle. Ben Kingsley isn't in the movie much but he definitely makes the most of that screen time. This was one of the best movies of 2010 and Scorsese' most underrated movie. 96% from me would absolutely recommend this movie.","
            9/10
            "
"bmennen","21 February 2010","With this tripe, Mr. Scorcese enters into my ""hit or miss"" category. He has made some great flicks, no question, with the latest being ""The Departed."" But, Marty seems to have gone totally derivative here (Kubrick, Hitchcock and Bergman, for example) and left his creativity somewhere else.The most remarkable thing about this movie is Max van Sydow...he's 80 years old, for cripes sake and looks 65! This is silly stuff, overwrought and overlong, with dead children being the device from the black hole of creativity that is used to horrify us and cement the plot (did John Irving work on this script?).I believe the good reviews came only because Scorcese directed, and would love to have read them if the reviewers were blinded as to who was the director.Looking back, I am trying to remember one memorable scene...but I can't. One thing's for sure: I have seen enough close-ups of Decaprio to last a lifetime.","
            2/10
            "
"eddie_baggins","13 October 2019","In a career littered with cinematic masterpieces and beloved gems, Shutter Island sometimes appears to be one of the more forgotten about Martin Scorsese films, living in the shadows of granddaddy's like Goodfellas, Casino and The Departed but there's no doubt this pulpy, over the top and entirely great thriller is one of the living legends most accessible and enjoyable rides.Adapted from Dennis Lehane's book of the same name, Shutter Island is a rained drenched and atmospheric mystery with more intrigue, suspense and twists and turns than you can count, as Scorsese and his favourite leading man Leonardo DiCaprio get caught up in a missing persons case on the haunting lunatic asylum island that houses the Ashecliffe Hospital, run by its potentially devious boss Dr. Crawley, played with gleeful intensity by Sir Ben Kingsley.Filled with stunning shots by DOP Robert Richardson, a moody and nerve rattling score and fantastic supporting turns from the likes of Mark Ruffalo, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson and Jackie Earle Haley, Shutter Island is a complete of a picture as one would expect from a filmmaker of the caliber of Scorsese with the bonus being Shutter Island feels almost like three films in one.At first a more straight up mystery that morphs slowly into a horror like battle against the mind and potential nefarious forces that then becomes a haunting examination of trauma and grief, Scorsese ensures that Shutter Island is jam-packed with memorable imagery, unexpected detours and contemplative questions too become so much more than the film the synopsis or narrative might at first suggest.It's a wild ride and one that the first viewing will take many by complete surprise that's enhanced by a terrific DiCaprio performance that must surely rank amongst some of the best work the leading man has ever done.Great in other Scorsese efforts Gangs of New York, The Aviator and The Departed, for my mind DiCaprio's turn as the traumatized widower and war veteran turned U.S Marshall Teddy Daniels is one of the actors most assured performances.Tasked with inhabiting a range of different emotions and character traits, DiCaprio's transformative turn as a man battling his own demons as well as the demons of the island is awards worthy and a main reason why Shutter Island is still so regarded by casual viewers to this day.A unique film in both a genre sense and in Scorsese's career sense, Shutter Island may not get the plaudits that its other Scorsese relatives get but there's no reason to suggest this isn't as good or even better than many of its other highly regarded bloodline.Final Say -A seriously enjoyable and deeply haunting experience, Shutter Island sees Scorsese and DiCaprio on the top of their game, having fun, exploring important themes and making movies like only the best of them can dare dream to do.5 magic glasses of water out of 5","
            1/10
            "
"zetes","21 February 2010","For those who complain that Scorsese, in the 2000s, spent a decade trying to win a Best Picture Oscar, Shutter Island might be for them. It's essentially a B movie, an insane asylum-based thriller adapted from a novel by Dennis Lehane. You'll probably guess the film's final twist within a matter of minutes, but it doesn't matter too much. It's a heck of a ride. Leonardo DiCaprio stars as a Federal Marshall from Boston visiting an island asylum for the criminally insane after one of their patients mysteriously vanishes. He has an idea that there might be something more sinister going on on the island. Mark Ruffalo plays DiCaprio's partner, Ben Kingsley the head psychiatrist of the institution and Michelle Williams is DiCaprio's deceased wife (in frequent flashbacks, dreams and fantasy sequences). They round out the main cast. The supporting cast includes Max von Sydow, John Carroll Lynch, Elias Koteas, Emily Mortimer, Patricia Clarkson, Ted Levine and Jackie Earle Haley. Everyone in the film turns in an excellent, heated performance (Ruffalo is a tad more laid back than the rest). Some of the movie plays out like a first-rate horror story, especially DiCaprio's entrance into the dreaded Cell Block C, which contains the most violent criminals in the institution. As I stated above, it's pretty easy to guess at what this is all leading to, and, when it gets there, Scorsese spends far too long explicating everything. But the very last moment of the film is quite good. All in all, it's a worthy film in the Scorsese canon.","
            5/10
            "
"Laura_Ratings","11 April 2022","If I could go back and pick a movie to watch again for the first time, this would definitely be in my list of picks. It's quite confusing at times when you first watch it, but it will all make sense at the end, and probably more even when you rewatch it later. It's definitely a psychological thriller in all it's right and meaning. Great performance from Leonardo DiCaprio again too.Definitely recommend watching it!","
            6/10
            "
"solonche-637-153706","24 February 2010","Well....I am surprised at Marty for making such a dreadful film. I am surprised at Leonardo for being in such a dreadful film.....etc, etc,etc.It stunk on ice. Plotting, dialog, direction, editing, acting etc, etc,etc.My wife wanted to leave in the middle, but I'm a glutton for punishment.Watch Goodfellas or the Departed...but not on commercial TV.Thank you and good night.OK...I need ten lines of text. Here goes....awful!!!!!!!!!!!!!!!!!!","
            10/10
            "
"dansview","6 September 2015","OK, the atmosphere here was good. I like the idea of a spooky island with a mental institution on it. I also liked the 1950's motif. The pairing of Dicaprio and Rufalo was also fresh.But frankly, I've had one too many intense Leo/Scorcese movies with Leo faking some hard-boiled east coast accent and getting into a lot of arguments. Give it a rest. Everyone played themselves. Ben Kingsley, Mark Rufalo. Which is fine sometimes, but not much of a challenge.This thing went on forever. There are multiple scenes of bloody dead children and grotesquely mutilated adults. It flirts with some left wing propaganda about anti-Communist witch hunts or brainwashing, and dabbles in ""America is just as sinister as other countries"" narrative.Why not? The book writer and the movie people involved are probably Leftists. I'll give it some credit for a few good lines here and there, good acting by some of the bit players, and great atmosphere.But I don't recommend watching this thing in one sitting. You'll be looking at your watch. I like the first half set-up, but like most films, it fell apart in the second half. Scorcese is so overrated.","
            8/10
            "
"budmassey","20 February 2010","I'm not particularly fond of Leo DiCaprio as an actor, although he is steadily developing into what may one day become greatness. But director Martin Scorsese has been great for so long he is worth seeing just on principle. And of course the previews were enticing. The movie itself was, however, entirely inert.Once the anemic premise of Shutter Island unravels, which beings almost immediately and progresses with alarming rapidity, all you have left is a tedious and numbingly long dénouement that has been done before, only better. This movie has been likened to the work of M. Night Shayamalan, and the comparison is every bit the insult it was intended to be, as Shayamalan, unlike Scorsese, is known for crafting movies so pretentious, so insubstantial, and so dependent on their own hype. With Shayamalan it would have been expected. For Scorsese, I have to admit I was a bit shocked.There were protracted financial and artistic complications that delayed the release of Shutter Island. The real tragedy, however, is that they couldn't prevent it altogether. The lurid score is almost mockingly overwrought. The endless and intentionally distracting flashbacks are tawdry and ineffective. Shutter Island is beautifully filmed, and its stars render creditable performances, but it is all for naught, as the film drowns on the ferry before its stars ever reach the island.I am convinced that if Scorsese had been truer to Dennis Lehane's novel, rather than supplanting it almost entirely with Laeta Kalogridis' completely incongruous screenplay, there might have been something worthwhile. Shutter Island is a psychological drama grotesquely masquerading as a big budget thriller. If you want to see how it should be done, try Identity instead.","
            10/10
            "
"tavm","25 February 2010","When I agreed to watch this Martin Scorsese/Leonardo DiCaprio film with my movie theatre working friend today, the ""Skip It"" reviews of Michael Phillips and A. O. Scott were still on my mind but since I'd like to make up my own mind about anything, I thought, ""What the Hell."" I'll admit also up front that while I almost fell asleep sometimes during this, by the time of the Big Revelation, I was wide awake and wanting to learn more. Also, despite my almost sleepy demeanor, I was enthralled by DiCaprio's lead performance, by Scorsese's direction, as well as fine supporting performances by Mark Ruffalo, Ben Kingsley, Max von Sydow, Jackie Earle Haley, Emily Mortimer, Patricia Clarkson, and Michelle Williams. Nothing much more to say except this was another very compelling opus by the great director and his frequent leading man that I highly recommend.","
            1/10
            "
"jmcnulty-1","21 February 2010","The movie starts out really nicely as you settle down into your seat. Two great actors in a very nicely set period piece, beautiful lighting, great supporting cast...this is going to be good you think to yourself and you almost hug yourself in anticipation. But, things quickly start to go wrong. Thirty minutes into it...that doesn't make sense...hold on...surely he's not trying to...but that's been done before...there must be a twist...it's coming...any minute...any minute now. Then it slowly dawns on you that it's not coming because there is no double-double bluff...he's actually trying to sell a story that's been done so many times before but better...Twelve Monkey's...the audience is restless because they've got it too and they're waiting...waiting in vain! My head is in my hands...What a waste of talent and what a waste of time!","
            3/10
            "
"jt1999","4 July 2010","Hard to believe the great Scorsese had anything to do with this laughable stinker.Even harder to believe the great Thelma Schoonmaker cut it!There are many terrible things here: the direction, the acting, the music. But far, far worse than any of them is the editing.The editing is absolutely atrocious. It so overwrought, so desperate to make the scenes succeed, so completely contrived and overdone that it almost defies description. And no, I'm not talking about the jump-cuts or continuity breaks. I'm not talking about ANY of that. That I can deal with. Some of it I even liked.What I'm talking about is the Academy Award-winner's complete and total inability to edit a simple dialogue scene with cuts that tell the story.It's as if she's lost every single ounce of talent displayed in ""Goodfellas""... or ""Raging Bull""... or ""Casino."" Just about EVERY SINGLE CUT is wrong... arbitrary, poorly timed, ill-advised, non-sensical.I just watched a 40 year-old episode of ""Night Gallery."" A 60--minute TV show they cranked out once a week. What a wonderful pleasure to see good, effective, unpretentious editing!!!!!! Editing that serves the story. Editing that's almost invisible. Editing that's just about unbeatable.And that was 1970.R.I.P. for now, Thelma. You had it once. You were great.....TRULY great.. You made Marty's scenes jump to amazing, thrilling, exciting life. There was simply NO better editing on display in 1990 than in ""Goodfellas."" Simply superb.Now, alas, the magic is gone. Your cutting in ""Stutter Island"" or whatever the hell it is, kills every bit of dramatic potential this hopeless turkey ever once had. Which of course is not saying much!Yes, you had it....and now, dear soul, you've lost it. It's gone. I can only hope that maybe, someday, God willing....you'll get it back.","
            9/10
            "
"daniel-mannouch","14 February 2020","From the writer of Terminator Genisys and Atila: Battle Angel and directed by Martin Scorsese, Shutter Island is one of IMDB's top rated movies and i was indeed puzzled. Whilst it is a good film, it's not a standout one at all, not even within the sub genre of psychological thriller.Let's get the third act twist out of the way because that was the crucial lynch pin which snapped. I found it to be far fetched and though it was telegraphed well enough, the twist was near absurd. Dicaprio's character being a mental patient and the whole plot being part of an elaborate psychoanalytic experiment just simply was not sold to me. The amount of risky situations the patient went through and put others through were too many i found for Ben Kingsley's character to allow. He might be an eccentric psychiatrist, but he himself is not psychotic and anything short of would mean he would have called this whole thing off a while back.So what though? Did I like the film up to that point? Well, the references to MK Ultra and Mccarthyism i thought were really cute and added some much needed spice to a story that i thought was tethering on becoming cliche at times. Decaprio is not on top form, but I still found his performance to be bold. Not intentionally phoned in, just unfocused. Performances are decent, but none are really that good either. The only emotionally affecting scenes I found were the concentration camp flashbacks which i found to be the most effective of the entire film, whether they were illusions or not. The bodies frozen in ice, that arresting tracking shot, the best of the entire picture, showing the camp guards lined up and gunned down by incensed GIs. However, this is probably due to the historical context. When Daniels' kids are drowned and he kills his wife. I don't know, it just didn't have the weight it should have.Overall, Shutter Island is a good effort, but it's not one that matches up to the reputations that Scorsese and Dicaprio had previously set for themselves in their respective careers. This is one of the weakest of their collaborations I find. Stereotypes of the mentally ill, dated cinematic devices and a forced period setting makes for an experience that is underwhelming considering the talent involved.","
            1/10
            "
"Leofwine_draca","4 August 2011","After two decades of making the gangster films that his name's synonymous with, Martin Scorsese goes for something else entirely: a period-set mystery/horror/thriller that takes place in a remote, island-bound lunatic asylum during the 1950s. Scorsese openly admitted that his film's highly influenced by the Val Lewton-produced horror films of the 1940s, where lighting, camera setup and atmosphere play key roles and the emphasis is on toying with the viewer's imagination, conjuring demons in the shadows instead of trolleying in the latest variant on Frankenstein's monster.And for the most part, SHUTTER ISLAND is a decent piece of filmmaking. The movie's distinctive look is a highlight, with the old horror movie clichés (dark and stormy nights, forbidding buildings) brought vividly back to life. Scorsese even employs some dodgy back projection during the car journeys in homage to the films of yesteryear. Leonardo DiCaprio is another strength, bringing to life the character of his tortured investigator Teddy Daniels and experiencing some highly disturbing nightmares along the way.The supporting cast is packed with familiar archetypes played by familiar actors: the reliable partner (Mark Ruffalo), the urbane but slightly sinister asylum head (Ben Kingsley), along with many others including a trio of villainish types (Ted Levine, Jackie Earle Haley and Elias Koteas). As the film went on, things began to jump out at me: clues, sometimes over-obvious I thought, pointing towards a twist ending. The suspense builds and the story deepens and I become more and more convinced of the way the film was heading. In the end, I turned out to be right; I'd sussed it early on.As the credits rolled, I realised that I hadn't been entirely impressed with the production overall: it's well-made, certainly, but it covers exactly the same kind of ground that I've watched in countless B-movies from the 1930s onwards. I couldn't help but sense a slight pretentiousness to the script, a 'look aren't we clever' feel to the plotting. When compared to a similar psychological movie like THE MACHINIST, SHUTTER ISLAND comes up short. It's fun to watch once, but slightly vacuous, and once you find out the nature of the joke you're not going to want to go over it all again.","
            7/10
            "
"buckikris","9 February 2012","I went to see this at the theater on opening day, not only did I see it once but twice, it's that good. Imagine an ex US Marshal who was put in an Institution for the mentally ill/criminally insane. It happened to Teddy Daniels, an Ex US Marshal in the 1950's. The story starts out as an interesting on to Marshal's show up on Shutter Island for an investigation. Once there clues start to pop up about a missing patient Andrew Laddius. Daniels and his partner start to investigate this so called missing patient or # 67. The viewer starts to put the puzzle together, with the help of other patients at Sutter Island we see that this is not a real investigation, it is a last ditch effort to cure Teddy Daniels. He was committed two years ago when he found out his wife killed their 3 children. I would say maybe he had some sort of break down or something that part wasn't clear to me.Teddy's doctor is doing a new treatment in order to cure Teddy Daniels of his violent behavior. It is like a role playing game they are preforming at Shutter Island. Teddy/Andrew Laddius, must convince the doctor he is cured of his delusions of being a current U.S. Marshal or else this experimental treatment is all for nothing and the next step for Teddy is a Lobotomy . This treatment has most everyone involved, that works there; as well as some of the patients, and his partner is really his psychiatrist. In the end Teddy/Andrew finds out the truth, what his doctor is doing, what happened to put him as a patient at Sutter Island, but in the end when you think he would snap out of it he doesn't. I thought with an experimental treatment, maybe it would work. Then the ending comes and he begins to talk to his psychiatrists/doctor, like he's still with the Marshal Service. Then U see the psychiatrist shake his head; and they come to take Teddy away.I loved the movie; but the ending I thought could have been better. I thought sure he would snap out of it and realize that it was a therapeutic way to treat him; but it failed. I guess if anyone when though the psychological trauma he did, it would be a miracle if you could heal from that. THX, Kris L. CocKayne","
            7/10
            "
"Willie-12","22 February 2010","When it comes to directors who are of the caliber of Martin Scorsese, even when they're not producing their best stuff, it is still so much better than most everything else out there. That is the case with Scorsese's Shutter Island. This was not a perfect movie. Not by any means or stretch of the imagination. It was a bit long, and some of the material felt a little recycled. In fact, there's a sequence near the beginning of the film where it seems that Scorsese was borrowing a little too heavily from movies like The Shining or Psycho. However, this was still a movie that kept me on the edge of my seat, and thoroughly entertained. And I have to say, Leonardo DiCaprio turned in one of his best performances to date. His reaction near the end of the movie when his character faces a reality that is absolutely horrifying, was both heartbreaking and genuinely moving. I have to admit, even I got a little choked up during that scene, and that is something that almost never happens. It's interesting. When Paramount pushed back Island's release date to February 2010, I got a little nervous. After all, this time of year is a notorious dumping ground for production companies' crap. However, the fact that it was Scorsese kept me interested. I don't know why Paramount pushed the release date back. And I really don't care. All I know, is I'm glad they did. It was nice to go to the movies in February and not feel like I was throwing my money down the drain.","
            9/10
            "
"ianlouisiana","5 June 2015","Not a ""Horror Flick"" as far as I'm concerned,but a Hitchcockian exercise in delving beneath the surface of a routine Cop story. Much the same as ""Psycho"" in many respects then. Clearly Mr Scorsese has studied The Master's oeuvre and come up with a smart tribute hiding behind the schlock - horror label and the trappings of slasher - flickdom. It is 1954.Traumatised cop Mr L.de Caprio is called to what used to be known in less sensitive times as an Insane Asylum when a patient goes missing. He has his own agenda as he believes the arsonist who killed his family may be detained there. With his partner he starts making investigations that lead him to believe some kind of ""Reds under the beds"" conspiracy has taken place. The Superintendent,Mr.B.Kingsley,is less than helpful,adding credence to the cop's suspicions. A convoluted plot ensues whereby - aided by liberal use of flashback - Mr de Caprio is drawn more and more deeply into the mystery of the missing patient and its wider significance for him. Twist follows twist until the ultimate turn at the end which is open to various interpretations. After about 15 minutes a vague memory was nagging at me and eventually I recalled that I had read ""Shutter Island"" in novel form two or three years ago and it says much for Mr Scorcese's skill that I still found the ending brilliantly ambivalent. Mr de Caprio plays the deeply troubled detective quite brilliantly. He is a man who has seen things no person should have to see,both in wartime and peacetime.Just how much more can he take?","
            4/10
            "
"sheenarocks","29 July 2010","Nazis, House Unamerican Activities Committee, Dachau, man with scar on face, Nazi doctor, floating children, scary lighthouse... Martin, what in the heck??? I'm sure there was a story in there somewhere. A story that has been done a million times over and much, much better.It is impossible to cite specific instances of guffaw-inducing movie-making in Shutter Island--because it was so darn awful THROUGHOUT! The first clue was that inane pounding, silent-film-organ-like music that introduced every scene you in which you were supposed to scream--and not laugh hysterically. If they had cut out all that flashback nonsense, which of course I am sure Scorcese thought was so wonderfully 'artistic', they could have got the film down to about 90 minutes and could have had, well, certainly not a GOOD movie but one that was definitely not as awful as what was produced. Reminded me a lot of Gangs of New York, which also started out very strong but then went on for 100 hours. At least that was an interesting subject and prompted me to buy the book it was based on and read it. I certainly don't feel that way about Shutter Island. And did I see the same movie as the positive reviewers saw? There's 2-1/2 hours of my life I'll never get back.","
            3/10
            "
"RebelYell_659","7 March 2010","A Federal Marshall going to investigate the escape and disappearance of an inmate in an Criminal Insane Asylum. Great plot the trailers were outstanding. DiCaprio was stellar and believable as the Marshall. In fact all of the acting was good. The problem with this movie was the disjointed script. The movie did not really flow and seemed like a poor copy of an m night shyamalan film. M Night needed to be involved in this screenplay. I was so bored, dozed off twice, that I did not really care where the plot tried to take me. The saving grace was the strength of the cast but the cast could not overcome a very poor screenplay. Scorcese dropped the ball on this one. Much too bouncy. Like a mind that bounces from idea to idea and never really gets anything done. Don't waste your time on this one. The movie was as insane as the inmates.","
            1/10
            "
"ackstasis","23 March 2010","Most psychological thrillers of late, stylistically, have been somewhat cold and clinical – I'm thinking along the lines of Nolan's 'Memento (2000)' and Anderson's 'The Machinist (2004).' The last thriller I can recall with a dazzling colour palette was David Fincher's 'Se7en (1995).' Yet, compared to this film, 'Shutter Island (2010)' has an incredible gracefulness about it. Martin Scorsese has spoken many times of his love for Powell and Pressburger (particularly 'The Red Shoes (1948)'), and this film seems like a very deliberate, and worthy, attempt to mimic the lush visual style of Jack Cardiff's unforgettable Technicolor cinematography. There's a potential problem in painting a thriller film with such warm, inviting colours; the viewer is embraced, rather than repelled, by what he sees. This, however, is exactly what 'Shutter Island' aims for. The audience is thrust into the mind of Teddy Daniels (Leonardo DiCaprio), and his perception of the world becomes our reality.Teddy Daniels is a Federal Marshall sent to an isolated Alcatraz-like penitentiary to investigate the disappearance of a female prisoner/mental patient. While battling personal demons of his own, Teddy must get to the bottom of an impossible mystery, all the while faced with hostility from the island authorities. A friend of mine noted that Scorsese was probably inspired by 'The Shining (1980),' and one might cite the use of György Ligeti (one of Kubrick's composers of choice) as evidence for this. However, 'The Shining' was, stylistically, a cold and sterile film, John Alcott's cinematography eerily detached from the horrors perpetrated in the Overlook Hotel. No, Scorsese's primary inspiration was The Archers, and his use of lush, brooding colours and lighting is unforgettably atmospheric {perhaps the closest same-genre reference-point would be Roger Corman's Technicolor Poe adaptations, such as 'The Masque of the Red Death (1964)'}.Unfortunately, thanks to the inherent dangers of trawling the internet, I entered the film already aware of its ending. In any case, Scorsese seems uninterested in orchestrating the typical ""gotcha!"" narrative twist that is common to the genre. Even from the outset, the disturbance of the leading character is evident, the viewer frequently a party to his painful delusions. For most of the film's running time, we are quite happy to go along with Teddy, willing to believe his conspiracy theories. We expect to be deceived by the supporting characters, and resolve to see through their deceptions. Then something happens: the film tells us that we've been wrong, and we switch paths. All of a sudden, as he sat thoughtfully on the steps, I felt oddly distant from Teddy Daniels, his previously well-founded theories now dismissed as the musings of a mad-man. Are we, the audience, really that easy to sway? Have we just betrayed a perfectly sane man?","
            6/10
            "
"sschimel","7 March 2010","Filmed with one of the worst screenplays of the last few years, this has been compared to Hitchcock and to Film Noir, insulting both in the process. Tag line could have been ""I See Dead People 2"". Leo has grown on me as an actor, and I think he gives an extraordinary performance, but the script does him no favors. And frankly, I guessed at the beginning of the movie what the twist was, but would have preferred being wrong. I think it would have been a bigger twist. Max von Sydow is wasted and Ben Kingsley plays Ben Kingsley. The flashbacks/dream sequences/hallucinations are ludicrous, portentous, and pretentious. I hated this movie from beginning to end.","
            2/10
            "
"secondtake","21 June 2010","Shutter Island (2010)You know when a friend tells a story and includes lots of interesting details, and tells it really well so you listen to everything, and then they finish and you think, ""And?""There is a lot of that on Shutter Island. Martin Scorsese is a director who knows very much how to tell a story. And this movie, told so well, might become famous for having no punch line. It's not that the end is bad or illogical, or that getting there was so bad. Just the opposite. The end is heartwrenching and sensible, and the two hours getting there is fabulous stuff, great movie-making, and filled with all kinds of strange and beautiful moments.So you have to realize this is more about being there than the actual story. It's a finely tuned work of art, really, as a visual experience, and with a fabulous score. Expect another solid, impassioned performance by Leonardo DiCaprio, along with a whole host of superb secondary acts. Even just the island with its cliffs and gloom and sprawling old brick buildings is creepy and fantastic. The characters on it, from the glaring cops with shotguns to the host of crazed and criminally insane people, are colorful to say the least, but not exaggerated. Once you realize that the cunning Ben Kingsley is in charge or that Max von Sydow is possibly an ex-Nazi at the end of his life, you really pay attention. And then, as if this isn't enough, there begin flashbacks to World War II, and to a brutal murder, and other visions appear, including some really dreamy moments of magical realism. And you wonder how real it all is and whether it actually relates to the basic point of DiCaprio's being there as a federal marshal.As usual with this kind of movie, the setting is a pastiche of places far apart, though all in the North East, including famous Peddocks Island in Boston Harbor (which is a park, not a prison). The horrible treatment of the German (and other) prison guards shown in the Dachau scenes has some basis in truth, but in fact was probably more sporadic and messier, and did not apparently involve a whole lineup of American shooters. You can look up the Dachau Massacre for details, but of course, the bigger (much bigger) massacre that is Dachau itself belongs to Nazi cruelty, and is represented with reasonable (if cinematic) fairness here, toning down (if anything) the gruesomeness. There is a long history of unethical experiments on mental patients held by the U.S. Government, though nothing I could find that involved this particular surgical option (by the government). Lobotomies (including those made with an ice-pick sort of instrument from the eye socket, into the brain, scrambling it up a bit) were still an option available to doctors in the 1950s, when this movie was made.Still, I wouldn't take any of this movie as a history lesson. It simply layers up lots of real horrors with the imaginary ones of the fictional plot, which is pretty horrible, too. In all, we have a formal gem, a masterful construction that will dazzle and beguile your eyes and ears. But might leave you, as it has many viewers, wanting a little more for your own unscrambled brain, too.","
            10/10
            "
